,line_item_id,quantity,product_id,product_name,price,total
551,561,20,50,Fantastic Fish,9.59,191.8
552,562,14,17,Fantastic Sausages,8.1,113.39999999999999
553,563,9,38,Wooden Mouse,5.04,45.36
554,564,12,31,Steel Mouse,1.24,14.879999999999999
555,565,3,46,Sausages,3.79,11.370000000000001
556,566,11,11,Shoes,7.13,78.42999999999999
557,567,15,47,Tuna,9.72,145.8
558,568,19,42,Mouse,9.46,179.74
559,569,13,25,Incredible Hat,1.92,24.96
560,570,17,25,Incredible Hat,1.92,32.64
561,571,2,36,Sleek Concrete Cheese,3.92,7.84
562,572,18,55,Chair,3.62,65.16
563,573,15,16,Gorgeous Salad,9.85,147.75
564,574,5,37,Frozen Computer,2.26,11.299999999999999
565,575,3,25,Incredible Hat,1.92,5.76
566,576,16,56,Refined Ball,6.3,100.8
567,578,18,55,Chair,3.62,65.16
568,579,14,26,Unbranded Chicken,4.86,68.04
569,580,20,1,Fantastic Shoes,2.25,45.0
570,581,11,11,Shoes,7.13,78.42999999999999
571,582,8,8,Concrete Cheese,1.46,11.68
572,583,20,44,Practical Tuna,1.0,20.0
573,584,14,2,For repair Soft Table,5.19,72.66000000000001
574,585,5,34,Concrete Pants,8.52,42.599999999999994
575,586,1,43,Salad,0.53,0.53
576,587,9,27,Table,2.67,24.03
577,588,1,37,Frozen Computer,2.26,2.26
578,589,7,39,Unbranded Wooden Hat,6.36,44.52
579,590,20,10,Cotton Sausages,9.89,197.8
580,591,16,48,Rubber Mouse,7.85,125.6
581,592,10,15,Small Fish,1.34,13.4
582,593,13,2,For repair Soft Table,5.19,67.47
583,594,13,57,New Fresh Chips,7.73,100.49000000000001
584,595,4,40,Cotton Ball,6.59,26.36
585,596,19,2,For repair Soft Table,5.19,98.61000000000001
586,597,13,5,Wooden Shoes,8.22,106.86000000000001
587,598,19,48,Rubber Mouse,7.85,149.15
588,599,14,53,Ergonomic Cheese,5.01,70.14
589,600,14,2,For repair Soft Table,5.19,72.66000000000001
590,601,7,31,Steel Mouse,1.24,8.68
591,602,10,11,Shoes,7.13,71.3
592,603,16,13,Soft Pizza,1.81,28.96
593,604,15,49,Steel Sausages,5.35,80.25
594,605,11,32,Tasty Pizza,4.15,45.650000000000006
595,606,5,22,Small Shirt,6.81,34.05
596,607,14,9,Unbranded Wooden Keyboard,0.83,11.62
597,609,9,15,Small Fish,1.34,12.06
598,610,15,27,Table,2.67,40.05
599,611,15,58,Intelligent Chips,7.69,115.35000000000001
600,612,7,27,Table,2.67,18.689999999999998
601,613,2,6,Cotton Bike,8.34,16.68
602,614,16,3,Sausages,5.42,86.72
603,615,15,2,For repair Soft Table,5.19,77.85000000000001
604,616,10,9,Unbranded Wooden Keyboard,0.83,8.299999999999999
605,617,15,57,New Fresh Chips,7.73,115.95
606,618,16,26,Unbranded Chicken,4.86,77.76
607,619,15,41,Practical Steel Towels,4.49,67.35000000000001
608,620,11,18,Shirt,0.23,2.5300000000000002
609,621,9,44,Practical Tuna,1.0,9.0
610,622,1,49,Steel Sausages,5.35,5.35
611,623,19,32,Tasty Pizza,4.15,78.85000000000001
612,624,13,18,Shirt,0.23,2.99
613,625,17,24,Plastic Pants,6.62,112.54
614,626,3,52,Rubber Towels,4.72,14.16
615,627,15,11,Shoes,7.13,106.95
616,628,11,53,Ergonomic Cheese,5.01,55.11
617,629,16,38,Wooden Mouse,5.04,80.64
618,630,9,17,Fantastic Sausages,8.1,72.89999999999999
619,631,12,46,Sausages,3.79,45.480000000000004
620,632,8,25,Incredible Hat,1.92,15.36
621,633,8,56,Refined Ball,6.3,50.4
622,634,8,22,Small Shirt,6.81,54.48
623,635,6,24,Plastic Pants,6.62,39.72
624,636,17,55,Chair,3.62,61.54
625,637,16,6,Cotton Bike,8.34,133.44
626,638,2,41,Practical Steel Towels,4.49,8.98
627,639,15,32,Tasty Pizza,4.15,62.25000000000001
628,640,17,23,Bike,0.12,2.04
629,641,14,21,Steel Car,9.18,128.51999999999998
630,642,11,29,For repair Fresh Fish,9.26,101.86
631,643,20,11,Shoes,7.13,142.6
632,644,11,9,Unbranded Wooden Keyboard,0.83,9.129999999999999
633,645,4,23,Bike,0.12,0.48
634,646,13,52,Rubber Towels,4.72,61.36
635,647,4,32,Tasty Pizza,4.15,16.6
636,648,9,55,Chair,3.62,32.58
637,649,19,19,Hat,6.92,131.48
638,650,10,21,Steel Car,9.18,91.8
639,651,15,40,Cotton Ball,6.59,98.85
640,652,2,10,Cotton Sausages,9.89,19.78
641,653,10,1,Fantastic Shoes,2.25,22.5
642,654,11,21,Steel Car,9.18,100.97999999999999
643,655,6,41,Practical Steel Towels,4.49,26.94
644,656,13,32,Tasty Pizza,4.15,53.95
645,657,10,33,Steel Computer,7.42,74.2
646,658,12,57,New Fresh Chips,7.73,92.76
647,659,11,3,Sausages,5.42,59.62
648,660,20,8,Concrete Cheese,1.46,29.2
649,661,13,1,Fantastic Shoes,2.25,29.25
650,662,13,28,Concrete Gloves,5.71,74.23
651,663,19,57,New Fresh Chips,7.73,146.87
652,664,14,53,Ergonomic Cheese,5.01,70.14
653,665,14,58,Intelligent Chips,7.69,107.66000000000001
654,666,14,48,Rubber Mouse,7.85,109.89999999999999
655,667,19,44,Practical Tuna,1.0,19.0
656,668,3,12,Mouse,6.42,19.259999999999998
657,669,6,48,Rubber Mouse,7.85,47.099999999999994
658,670,17,55,Chair,3.62,61.54
659,671,5,15,Small Fish,1.34,6.7
660,672,6,15,Small Fish,1.34,8.040000000000001
661,673,12,13,Soft Pizza,1.81,21.72
662,674,4,44,Practical Tuna,1.0,4.0
663,675,6,15,Small Fish,1.34,8.040000000000001
664,676,18,25,Incredible Hat,1.92,34.56
665,678,15,31,Steel Mouse,1.24,18.6
666,679,12,45,Handcrafted Wooden Fish,8.95,107.39999999999999
667,680,19,52,Rubber Towels,4.72,89.67999999999999
668,681,18,20,Licensed Cheese,3.93,70.74000000000001
669,682,18,41,Practical Steel Towels,4.49,80.82000000000001
670,683,9,6,Cotton Bike,8.34,75.06
671,684,10,41,Practical Steel Towels,4.49,44.900000000000006
672,685,9,25,Incredible Hat,1.92,17.28
673,686,4,17,Fantastic Sausages,8.1,32.4
674,687,12,16,Gorgeous Salad,9.85,118.19999999999999
675,688,11,52,Rubber Towels,4.72,51.919999999999995
676,689,19,6,Cotton Bike,8.34,158.46
677,690,1,51,Pants,9.89,9.89
678,691,4,18,Shirt,0.23,0.92
679,692,7,29,For repair Fresh Fish,9.26,64.82
680,693,18,2,For repair Soft Table,5.19,93.42
681,694,1,30,Refined Cotton Sausages,3.78,3.78
682,695,20,53,Ergonomic Cheese,5.01,100.19999999999999
683,696,8,48,Rubber Mouse,7.85,62.8
684,697,10,6,Cotton Bike,8.34,83.4
685,698,16,13,Soft Pizza,1.81,28.96
686,699,7,50,Fantastic Fish,9.59,67.13
687,700,5,3,Sausages,5.42,27.1
688,701,17,33,Steel Computer,7.42,126.14
689,702,6,37,Frozen Computer,2.26,13.559999999999999
690,703,15,52,Rubber Towels,4.72,70.8
691,704,5,38,Wooden Mouse,5.04,25.2
692,705,15,24,Plastic Pants,6.62,99.3
693,706,14,47,Tuna,9.72,136.08
694,707,9,51,Pants,9.89,89.01
695,708,18,20,Licensed Cheese,3.93,70.74000000000001
696,709,4,4,Ergonomic Wooden Soap,8.99,35.96
697,710,4,11,Shoes,7.13,28.52
698,711,20,54,Licensed Plastic Bike,9.3,186.0
699,712,11,15,Small Fish,1.34,14.74
700,713,13,19,Hat,6.92,89.96
701,714,11,17,Fantastic Sausages,8.1,89.1
702,715,14,17,Fantastic Sausages,8.1,113.39999999999999
703,716,14,5,Wooden Shoes,8.22,115.08000000000001
704,717,13,4,Ergonomic Wooden Soap,8.99,116.87
705,718,5,41,Practical Steel Towels,4.49,22.450000000000003
706,719,18,55,Chair,3.62,65.16
707,720,18,58,Intelligent Chips,7.69,138.42000000000002
708,721,15,50,Fantastic Fish,9.59,143.85
709,722,5,3,Sausages,5.42,27.1
710,723,1,17,Fantastic Sausages,8.1,8.1
711,724,19,55,Chair,3.62,68.78
712,725,20,3,Sausages,5.42,108.4
713,726,5,52,Rubber Towels,4.72,23.599999999999998
714,727,4,45,Handcrafted Wooden Fish,8.95,35.8
715,728,6,19,Hat,6.92,41.519999999999996
716,729,17,13,Soft Pizza,1.81,30.77
717,730,4,55,Chair,3.62,14.48
718,731,8,58,Intelligent Chips,7.69,61.52
719,732,7,3,Sausages,5.42,37.94
720,733,3,22,Small Shirt,6.81,20.43
721,734,6,31,Steel Mouse,1.24,7.4399999999999995
722,735,10,30,Refined Cotton Sausages,3.78,37.8
723,736,18,10,Cotton Sausages,9.89,178.02
724,737,2,45,Handcrafted Wooden Fish,8.95,17.9
725,738,14,56,Refined Ball,6.3,88.2
726,739,7,51,Pants,9.89,69.23
727,740,3,42,Mouse,9.46,28.380000000000003
728,741,3,57,New Fresh Chips,7.73,23.19
729,742,9,40,Cotton Ball,6.59,59.31
730,743,19,9,Unbranded Wooden Keyboard,0.83,15.77
731,744,4,19,Hat,6.92,27.68
732,745,11,50,Fantastic Fish,9.59,105.49
733,746,11,15,Small Fish,1.34,14.74
734,747,11,9,Unbranded Wooden Keyboard,0.83,9.129999999999999
735,748,11,48,Rubber Mouse,7.85,86.35
736,750,11,6,Cotton Bike,8.34,91.74
737,751,16,19,Hat,6.92,110.72
738,752,11,39,Unbranded Wooden Hat,6.36,69.96000000000001
739,753,9,31,Steel Mouse,1.24,11.16
740,754,3,56,Refined Ball,6.3,18.9
741,755,17,26,Unbranded Chicken,4.86,82.62
742,756,19,3,Sausages,5.42,102.98
743,757,4,24,Plastic Pants,6.62,26.48
744,758,12,57,New Fresh Chips,7.73,92.76
745,759,2,13,Soft Pizza,1.81,3.62
746,760,16,31,Steel Mouse,1.24,19.84
747,761,15,11,Shoes,7.13,106.95
748,762,12,24,Plastic Pants,6.62,79.44
749,763,15,49,Steel Sausages,5.35,80.25
750,764,11,8,Concrete Cheese,1.46,16.06
751,765,17,36,Sleek Concrete Cheese,3.92,66.64
752,766,8,37,Frozen Computer,2.26,18.08
753,767,11,9,Unbranded Wooden Keyboard,0.83,9.129999999999999
754,768,10,22,Small Shirt,6.81,68.1
755,769,19,23,Bike,0.12,2.28
756,770,15,14,Handcrafted Hat,3.55,53.25
757,771,13,4,Ergonomic Wooden Soap,8.99,116.87
758,772,13,46,Sausages,3.79,49.27
759,773,16,14,Handcrafted Hat,3.55,56.8
760,774,20,52,Rubber Towels,4.72,94.39999999999999
761,775,10,31,Steel Mouse,1.24,12.4
762,776,1,32,Tasty Pizza,4.15,4.15
763,777,20,12,Mouse,6.42,128.4
764,778,11,39,Unbranded Wooden Hat,6.36,69.96000000000001
765,779,14,31,Steel Mouse,1.24,17.36
766,780,8,18,Shirt,0.23,1.84
767,781,9,40,Cotton Ball,6.59,59.31
768,782,8,24,Plastic Pants,6.62,52.96
769,783,7,37,Frozen Computer,2.26,15.819999999999999
770,785,17,20,Licensed Cheese,3.93,66.81
771,786,11,48,Rubber Mouse,7.85,86.35
772,787,18,29,For repair Fresh Fish,9.26,166.68
773,788,13,27,Table,2.67,34.71
774,789,15,4,Ergonomic Wooden Soap,8.99,134.85
775,790,5,10,Cotton Sausages,9.89,49.45
776,791,6,10,Cotton Sausages,9.89,59.34
777,792,5,58,Intelligent Chips,7.69,38.45
778,793,17,1,Fantastic Shoes,2.25,38.25
779,794,11,51,Pants,9.89,108.79
780,795,8,19,Hat,6.92,55.36
781,796,1,17,Fantastic Sausages,8.1,8.1
782,797,11,13,Soft Pizza,1.81,19.91
783,798,7,45,Handcrafted Wooden Fish,8.95,62.64999999999999
784,799,20,7,Sleek Granite Car,9.03,180.6
785,800,12,6,Cotton Bike,8.34,100.08
786,801,18,34,Concrete Pants,8.52,153.35999999999999
787,802,14,38,Wooden Mouse,5.04,70.56
788,803,15,19,Hat,6.92,103.8
789,804,14,17,Fantastic Sausages,8.1,113.39999999999999
790,805,18,56,Refined Ball,6.3,113.39999999999999
791,806,4,10,Cotton Sausages,9.89,39.56
792,807,15,26,Unbranded Chicken,4.86,72.9
793,808,1,27,Table,2.67,2.67
794,809,9,12,Mouse,6.42,57.78
795,810,3,1,Fantastic Shoes,2.25,6.75
796,811,13,35,Practical Fish,8.83,114.79
797,812,19,52,Rubber Towels,4.72,89.67999999999999
798,813,16,25,Incredible Hat,1.92,30.72
799,814,20,32,Tasty Pizza,4.15,83.0
800,815,19,39,Unbranded Wooden Hat,6.36,120.84
801,816,8,42,Mouse,9.46,75.68
802,817,7,21,Steel Car,9.18,64.25999999999999
803,818,2,46,Sausages,3.79,7.58
804,819,18,58,Intelligent Chips,7.69,138.42000000000002
805,820,5,45,Handcrafted Wooden Fish,8.95,44.75
806,821,13,49,Steel Sausages,5.35,69.55
807,822,6,11,Shoes,7.13,42.78
808,823,8,44,Practical Tuna,1.0,8.0
809,824,1,58,Intelligent Chips,7.69,7.69
810,825,3,9,Unbranded Wooden Keyboard,0.83,2.4899999999999998
811,826,14,11,Shoes,7.13,99.82
812,827,2,42,Mouse,9.46,18.92
813,828,3,27,Table,2.67,8.01
814,829,11,57,New Fresh Chips,7.73,85.03
815,830,8,43,Salad,0.53,4.24
816,831,18,14,Handcrafted Hat,3.55,63.9
817,832,19,37,Frozen Computer,2.26,42.94
818,833,5,18,Shirt,0.23,1.1500000000000001
819,834,16,5,Wooden Shoes,8.22,131.52
820,835,3,55,Chair,3.62,10.86
821,836,14,9,Unbranded Wooden Keyboard,0.83,11.62
822,837,12,40,Cotton Ball,6.59,79.08
823,838,8,40,Cotton Ball,6.59,52.72
824,839,3,45,Handcrafted Wooden Fish,8.95,26.849999999999998
825,840,17,11,Shoes,7.13,121.21
826,841,14,51,Pants,9.89,138.46
827,842,14,53,Ergonomic Cheese,5.01,70.14
828,843,16,39,Unbranded Wooden Hat,6.36,101.76
829,844,15,59,Ball,8.45,126.74999999999999
830,845,18,35,Practical Fish,8.83,158.94
831,846,6,12,Mouse,6.42,38.519999999999996
832,847,11,52,Rubber Towels,4.72,51.919999999999995
833,848,14,7,Sleek Granite Car,9.03,126.41999999999999
834,849,5,58,Intelligent Chips,7.69,38.45
835,850,6,43,Salad,0.53,3.18
836,851,19,12,Mouse,6.42,121.98
837,852,9,20,Licensed Cheese,3.93,35.370000000000005
838,853,12,21,Steel Car,9.18,110.16
839,854,4,38,Wooden Mouse,5.04,20.16
840,855,9,37,Frozen Computer,2.26,20.339999999999996
841,856,3,57,New Fresh Chips,7.73,23.19
842,857,20,59,Ball,8.45,169.0
843,858,16,33,Steel Computer,7.42,118.72
844,859,7,19,Hat,6.92,48.44
845,860,17,4,Ergonomic Wooden Soap,8.99,152.83
846,861,4,39,Unbranded Wooden Hat,6.36,25.44
847,862,14,46,Sausages,3.79,53.06
848,863,7,10,Cotton Sausages,9.89,69.23
849,864,9,26,Unbranded Chicken,4.86,43.74
850,865,7,52,Rubber Towels,4.72,33.04
851,866,15,9,Unbranded Wooden Keyboard,0.83,12.45
852,867,12,28,Concrete Gloves,5.71,68.52
853,868,14,6,Cotton Bike,8.34,116.75999999999999
854,869,6,11,Shoes,7.13,42.78
855,870,20,10,Cotton Sausages,9.89,197.8
856,871,20,6,Cotton Bike,8.34,166.8
857,872,3,18,Shirt,0.23,0.6900000000000001
858,873,13,43,Salad,0.53,6.890000000000001
859,874,16,26,Unbranded Chicken,4.86,77.76
860,875,4,25,Incredible Hat,1.92,7.68
861,876,1,12,Mouse,6.42,6.42
862,877,9,1,Fantastic Shoes,2.25,20.25
863,878,1,38,Wooden Mouse,5.04,5.04
864,879,12,42,Mouse,9.46,113.52000000000001
865,880,9,55,Chair,3.62,32.58
866,881,13,1,Fantastic Shoes,2.25,29.25
867,882,7,50,Fantastic Fish,9.59,67.13
868,883,20,40,Cotton Ball,6.59,131.8
869,884,20,1,Fantastic Shoes,2.25,45.0
870,885,3,14,Handcrafted Hat,3.55,10.649999999999999
871,886,12,44,Practical Tuna,1.0,12.0
872,887,9,12,Mouse,6.42,57.78
873,888,2,26,Unbranded Chicken,4.86,9.72
874,889,15,24,Plastic Pants,6.62,99.3
875,890,3,25,Incredible Hat,1.92,5.76
876,891,5,32,Tasty Pizza,4.15,20.75
877,892,8,59,Ball,8.45,67.6
878,893,14,33,Steel Computer,7.42,103.88
879,894,16,54,Licensed Plastic Bike,9.3,148.8
880,895,15,14,Handcrafted Hat,3.55,53.25
881,896,18,44,Practical Tuna,1.0,18.0
882,897,11,29,For repair Fresh Fish,9.26,101.86
883,898,19,51,Pants,9.89,187.91000000000003
884,899,15,44,Practical Tuna,1.0,15.0
885,900,6,19,Hat,6.92,41.519999999999996
886,901,12,52,Rubber Towels,4.72,56.64
887,902,19,37,Frozen Computer,2.26,42.94
888,903,10,2,For repair Soft Table,5.19,51.900000000000006
889,904,6,13,Soft Pizza,1.81,10.86
890,905,7,57,New Fresh Chips,7.73,54.11
891,906,13,58,Intelligent Chips,7.69,99.97
892,907,6,26,Unbranded Chicken,4.86,29.160000000000004
893,908,11,6,Cotton Bike,8.34,91.74
894,909,13,30,Refined Cotton Sausages,3.78,49.14
895,910,13,14,Handcrafted Hat,3.55,46.15
896,911,2,28,Concrete Gloves,5.71,11.42
897,912,2,38,Wooden Mouse,5.04,10.08
898,913,3,45,Handcrafted Wooden Fish,8.95,26.849999999999998
899,914,16,36,Sleek Concrete Cheese,3.92,62.72
900,915,17,29,For repair Fresh Fish,9.26,157.42
901,916,20,16,Gorgeous Salad,9.85,197.0
902,917,13,10,Cotton Sausages,9.89,128.57
903,918,10,53,Ergonomic Cheese,5.01,50.099999999999994
904,919,18,2,For repair Soft Table,5.19,93.42
905,921,7,39,Unbranded Wooden Hat,6.36,44.52
906,922,20,54,Licensed Plastic Bike,9.3,186.0
907,923,15,12,Mouse,6.42,96.3
908,924,8,5,Wooden Shoes,8.22,65.76
909,925,13,14,Handcrafted Hat,3.55,46.15
910,926,20,16,Gorgeous Salad,9.85,197.0
911,927,10,7,Sleek Granite Car,9.03,90.3
912,928,19,17,Fantastic Sausages,8.1,153.9
913,929,15,25,Incredible Hat,1.92,28.799999999999997
914,930,14,14,Handcrafted Hat,3.55,49.699999999999996
915,931,19,50,Fantastic Fish,9.59,182.21
916,932,20,26,Unbranded Chicken,4.86,97.2
917,933,1,8,Concrete Cheese,1.46,1.46
918,934,19,25,Incredible Hat,1.92,36.48
919,935,1,53,Ergonomic Cheese,5.01,5.01
920,936,16,50,Fantastic Fish,9.59,153.44
921,937,20,5,Wooden Shoes,8.22,164.4
922,938,3,15,Small Fish,1.34,4.0200000000000005
923,939,16,49,Steel Sausages,5.35,85.6
924,940,6,4,Ergonomic Wooden Soap,8.99,53.94
925,941,11,13,Soft Pizza,1.81,19.91
926,942,6,2,For repair Soft Table,5.19,31.14
927,943,9,55,Chair,3.62,32.58
928,944,13,37,Frozen Computer,2.26,29.379999999999995
929,945,7,55,Chair,3.62,25.34
930,946,11,35,Practical Fish,8.83,97.13
931,947,6,8,Concrete Cheese,1.46,8.76
932,948,18,29,For repair Fresh Fish,9.26,166.68
933,949,15,11,Shoes,7.13,106.95
934,950,18,7,Sleek Granite Car,9.03,162.54
935,951,5,38,Wooden Mouse,5.04,25.2
936,952,20,43,Salad,0.53,10.600000000000001
937,953,7,21,Steel Car,9.18,64.25999999999999
938,954,11,35,Practical Fish,8.83,97.13
939,955,17,21,Steel Car,9.18,156.06
940,956,15,55,Chair,3.62,54.300000000000004
941,957,10,23,Bike,0.12,1.2
942,958,12,28,Concrete Gloves,5.71,68.52
943,959,19,54,Licensed Plastic Bike,9.3,176.70000000000002
944,960,16,12,Mouse,6.42,102.72
945,961,9,18,Shirt,0.23,2.0700000000000003
946,962,11,15,Small Fish,1.34,14.74
947,963,15,10,Cotton Sausages,9.89,148.35000000000002
948,964,8,30,Refined Cotton Sausages,3.78,30.24
949,965,20,10,Cotton Sausages,9.89,197.8
950,966,3,31,Steel Mouse,1.24,3.7199999999999998
951,967,10,13,Soft Pizza,1.81,18.1
952,968,15,50,Fantastic Fish,9.59,143.85
953,969,8,19,Hat,6.92,55.36
954,970,2,24,Plastic Pants,6.62,13.24
955,971,16,26,Unbranded Chicken,4.86,77.76
956,972,5,9,Unbranded Wooden Keyboard,0.83,4.1499999999999995
957,973,13,15,Small Fish,1.34,17.42
958,974,19,39,Unbranded Wooden Hat,6.36,120.84
959,975,10,58,Intelligent Chips,7.69,76.9
960,976,17,37,Frozen Computer,2.26,38.419999999999995
961,977,6,1,Fantastic Shoes,2.25,13.5
962,978,3,38,Wooden Mouse,5.04,15.120000000000001
963,979,9,27,Table,2.67,24.03
964,980,19,19,Hat,6.92,131.48
965,981,4,9,Unbranded Wooden Keyboard,0.83,3.32
966,982,7,5,Wooden Shoes,8.22,57.540000000000006
967,983,11,10,Cotton Sausages,9.89,108.79
968,984,20,53,Ergonomic Cheese,5.01,100.19999999999999
969,985,4,10,Cotton Sausages,9.89,39.56
970,986,5,7,Sleek Granite Car,9.03,45.15
971,987,12,6,Cotton Bike,8.34,100.08
972,988,18,7,Sleek Granite Car,9.03,162.54
973,989,16,15,Small Fish,1.34,21.44
974,990,2,3,Sausages,5.42,10.84
975,991,13,23,Bike,0.12,1.56
976,992,12,48,Rubber Mouse,7.85,94.19999999999999
977,993,1,57,New Fresh Chips,7.73,7.73
978,994,7,31,Steel Mouse,1.24,8.68
979,995,7,17,Fantastic Sausages,8.1,56.699999999999996
980,996,4,14,Handcrafted Hat,3.55,14.2
981,997,20,23,Bike,0.12,2.4
982,998,1,57,New Fresh Chips,7.73,7.73
983,999,3,17,Fantastic Sausages,8.1,24.299999999999997
984,1000,20,4,Ergonomic Wooden Soap,8.99,179.8
985,1002,13,20,Licensed Cheese,3.93,51.09
986,1003,1,11,Shoes,7.13,7.13
987,1004,3,5,Wooden Shoes,8.22,24.660000000000004
988,1005,7,8,Concrete Cheese,1.46,10.219999999999999
989,1006,11,26,Unbranded Chicken,4.86,53.46
990,1007,9,48,Rubber Mouse,7.85,70.64999999999999
991,1008,12,59,Ball,8.45,101.39999999999999
992,1009,20,21,Steel Car,9.18,183.6
993,1010,8,25,Incredible Hat,1.92,15.36
994,1011,15,24,Plastic Pants,6.62,99.3
995,1012,9,22,Small Shirt,6.81,61.29
996,1013,6,34,Concrete Pants,8.52,51.12
997,1014,9,2,For repair Soft Table,5.19,46.71
998,1015,15,59,Ball,8.45,126.74999999999999
999,1016,16,28,Concrete Gloves,5.71,91.36
1000,1017,10,17,Fantastic Sausages,8.1,81.0
1001,1018,2,16,Gorgeous Salad,9.85,19.7
1002,1019,5,31,Steel Mouse,1.24,6.2
1003,1020,19,31,Steel Mouse,1.24,23.56
1004,1021,12,58,Intelligent Chips,7.69,92.28
1005,1022,15,53,Ergonomic Cheese,5.01,75.14999999999999
1006,1023,17,5,Wooden Shoes,8.22,139.74
1007,1024,19,2,For repair Soft Table,5.19,98.61000000000001
1008,1025,7,38,Wooden Mouse,5.04,35.28
1009,1026,13,45,Handcrafted Wooden Fish,8.95,116.35
1010,1027,13,8,Concrete Cheese,1.46,18.98
1011,1028,1,45,Handcrafted Wooden Fish,8.95,8.95
1012,1029,13,38,Wooden Mouse,5.04,65.52
1013,1030,19,20,Licensed Cheese,3.93,74.67
1014,1031,20,15,Small Fish,1.34,26.8
1015,1032,11,44,Practical Tuna,1.0,11.0
1016,1033,15,50,Fantastic Fish,9.59,143.85
1017,1034,4,29,For repair Fresh Fish,9.26,37.04
1018,1036,4,56,Refined Ball,6.3,25.2
1019,1037,17,10,Cotton Sausages,9.89,168.13
1020,1038,18,30,Refined Cotton Sausages,3.78,68.03999999999999
1021,1039,19,2,For repair Soft Table,5.19,98.61000000000001
1022,1040,19,16,Gorgeous Salad,9.85,187.15
1023,1041,2,41,Practical Steel Towels,4.49,8.98
1024,1042,20,32,Tasty Pizza,4.15,83.0
1025,1043,1,48,Rubber Mouse,7.85,7.85
1026,1044,4,31,Steel Mouse,1.24,4.96
1027,1045,18,13,Soft Pizza,1.81,32.58
1028,1046,18,14,Handcrafted Hat,3.55,63.9
1029,1047,2,40,Cotton Ball,6.59,13.18
1030,1048,14,19,Hat,6.92,96.88
1031,1049,13,11,Shoes,7.13,92.69
1032,1050,11,36,Sleek Concrete Cheese,3.92,43.12
1033,1051,7,32,Tasty Pizza,4.15,29.050000000000004
1034,1052,12,42,Mouse,9.46,113.52000000000001
1035,1053,20,34,Concrete Pants,8.52,170.39999999999998
1036,1054,1,56,Refined Ball,6.3,6.3
1037,1055,2,22,Small Shirt,6.81,13.62
1038,1056,7,56,Refined Ball,6.3,44.1
1039,1057,3,26,Unbranded Chicken,4.86,14.580000000000002
1040,1058,10,25,Incredible Hat,1.92,19.2
1041,1059,10,2,For repair Soft Table,5.19,51.900000000000006
1042,1060,14,50,Fantastic Fish,9.59,134.26
1043,1061,2,36,Sleek Concrete Cheese,3.92,7.84
1044,1062,18,55,Chair,3.62,65.16
1045,1063,4,47,Tuna,9.72,38.88
1046,1064,4,14,Handcrafted Hat,3.55,14.2
1047,1065,11,10,Cotton Sausages,9.89,108.79
1048,1066,9,46,Sausages,3.79,34.11
1049,1067,12,43,Salad,0.53,6.36
1050,1068,8,38,Wooden Mouse,5.04,40.32
1051,1069,12,18,Shirt,0.23,2.7600000000000002
1052,1070,20,7,Sleek Granite Car,9.03,180.6
1053,1071,10,45,Handcrafted Wooden Fish,8.95,89.5
1054,1072,16,6,Cotton Bike,8.34,133.44
1055,1073,1,17,Fantastic Sausages,8.1,8.1
1056,1074,5,50,Fantastic Fish,9.59,47.95
1057,1075,18,29,For repair Fresh Fish,9.26,166.68
1058,1076,6,49,Steel Sausages,5.35,32.099999999999994
1059,1077,12,37,Frozen Computer,2.26,27.119999999999997
1060,1078,10,21,Steel Car,9.18,91.8
1061,1079,8,36,Sleek Concrete Cheese,3.92,31.36
1062,1080,9,12,Mouse,6.42,57.78
1063,1081,4,45,Handcrafted Wooden Fish,8.95,35.8
1064,1082,18,1,Fantastic Shoes,2.25,40.5
1065,1083,17,47,Tuna,9.72,165.24
1066,1084,5,58,Intelligent Chips,7.69,38.45
1067,1085,15,8,Concrete Cheese,1.46,21.9
1068,1086,9,6,Cotton Bike,8.34,75.06
1069,1087,19,2,For repair Soft Table,5.19,98.61000000000001
1070,1088,18,15,Small Fish,1.34,24.12
1071,1089,12,53,Ergonomic Cheese,5.01,60.12
1072,1090,20,10,Cotton Sausages,9.89,197.8
1073,1091,6,34,Concrete Pants,8.52,51.12
1074,1092,11,50,Fantastic Fish,9.59,105.49
1075,1093,6,35,Practical Fish,8.83,52.980000000000004
1076,1094,14,45,Handcrafted Wooden Fish,8.95,125.29999999999998
1077,1095,4,57,New Fresh Chips,7.73,30.92
1078,1096,1,54,Licensed Plastic Bike,9.3,9.3
1079,1097,3,16,Gorgeous Salad,9.85,29.549999999999997
1080,1098,5,4,Ergonomic Wooden Soap,8.99,44.95
1081,1099,4,16,Gorgeous Salad,9.85,39.4
1082,1100,18,46,Sausages,3.79,68.22
1083,1101,3,7,Sleek Granite Car,9.03,27.089999999999996
1084,1102,16,15,Small Fish,1.34,21.44
1085,1103,3,23,Bike,0.12,0.36
1086,1104,6,5,Wooden Shoes,8.22,49.32000000000001
1087,1105,18,35,Practical Fish,8.83,158.94
1088,1106,14,14,Handcrafted Hat,3.55,49.699999999999996
1089,1107,6,2,For repair Soft Table,5.19,31.14
1090,1108,19,6,Cotton Bike,8.34,158.46
1091,1109,1,46,Sausages,3.79,3.79
